업체명,모델명,연료,도심주행연비,고속도로연비
현대,"투싼 개조차 2.0디젤 2WD 6MT (18""타이어)",경유,14,15.6
현대,"투싼 개조차 2.0디젤 2WD 6MT (17""타이어)",경유,14.4,16
현대,"투싼 개조차 2.0디젤 2WD 8AT (17""타이어)",경유,13.2,16.2
현대,"투싼 개조차 1.6디젤 2WD (19""타이어)",경유,14.7,16.2
현대,"투싼 개조차 1.6디젤 2WD (17""타이어)",경유,15.3,17.6
현대,"투싼 개조차 1.6디젤 2WD (18""타이어)",경유,15,16.8
BMW,BMW 320d Touring WLTP,경유,11.7,14.7
기아,"스포티지 2.0MPI (PE/18"",19""타이어)",휘발유,9.6,11.9
기아,"스포티지 2.0MPI (PE/17""타이어)",휘발유,9.8,12.3
기아,"스토닉 1.0 T-GDI 7DCT (17""타이어)",휘발유,12.5,14.9
기아,"스토닉 1.0 T-GDI 7DCT (15""타이어)",휘발유,12.6,15.3
기아,K5(JF) 2.0GDI 플러그인하이브리드 개조차,전기+휘발유,23.1,24.7
BMW,BMW 730d xDrive WLTP,경유,10.3,13.8
크라이슬러,짚 랭글러 루비콘,휘발유,7.7,8.8
현대,"투싼 개조차 1.6T-GDI 2WD (19""타이어)",휘발유,10.6,12.4
현대,"투싼 개조차 1.6T-GDI 2WD (18""타이어)",휘발유,10.8,12.7
현대,"투싼 개조차 1.6T-GDI 2WD (17""타이어)",휘발유,11,13.1
현대,"투싼 개조차 1.6T-GDI AWD (17""타이어)",휘발유,10.3,11.7
현대,"투싼 개조차 1.6T-GDI AWD (18""타이어)",휘발유,10,11.8
현대,"투싼 개조차 1.6T-GDI AWD (19""타이어)",휘발유,9.8,11.3
기아,"카니발 2.2디젤 하이리무진 11인(18"" 타이어)",경유,9.6,11.3
기아,"카니발 2.2디젤 하이리무진 7인(19"" 타이어)",경유,9.6,11.4
기아,"카니발 2.2디젤 아웃도어 9인(19"" 타이어)",경유,9.6,11.4
기아,"카니발 2.2디젤 하이리무진 9인(18"" 타이어)",경유,9.6,11.4
기아,"카니발 2.2디젤 하이리무진 9인(19"" 타이어)",경유,9.6,11.4
BMW,BMW 118d WLTP,경유,12.8,15.6
MINI,MINI Cooper SD,경유,14.7,18.1
MINI,MINI Cooper D Five Door,경유,15,18.7
기아,카니발 3.3GDI 하이리무진 7인,휘발유,7.1,9
MINI,MINI Cooper D,경유,15.5,19
BMW,BMW M3 CS,휘발유,8.3,10.2
한국지엠,스파크 밴 1.0,휘발유,14.2,16.1
한국지엠,스파크 밴 1.0,휘발유,14.3,16
MINI,MINI Cooper SD Five Door,경유,14.4,18
현대,그랜드스타렉스(PE2)2.5디젤 리무진 (9P_N/HR),경유,7.9,10.5
기아,스팅어 3.3T-GDI AWD_19인치타이어_19MY,휘발유,7.4,10
기아,스팅어 3.3T-GDI 2WD_19인치타이어_19MY,휘발유,7.9,10.2
기아,스팅어 2.0T-GDI AWD_19인치타이어_19MY,휘발유,8.5,10.8
기아,스팅어 2.0T-GDI AWD_18인치타이어_19MY,휘발유,8.7,10.9
기아,스팅어 2.0T-GDI 2WD_19인치타이어_19MY,휘발유,9.1,11.8
기아,카니발 3.3GDI 하이리무진 9인,휘발유,6.9,8.7
현대,그랜드스타렉스(PE2)2.5디젤 리무진 (6P_N/HR),경유,7.9,10.5
현대,그랜드스타렉스(PE2) 2.5디젤 하이루프(12인),경유,8.4,10.5
기아,쏘렌토(19MY) 2.2디젤 AWD ISG 5인 18인치,경유,11.4,14
기아,쏘렌토(19MY) 2.2디젤 AWD ISG 7인 18인치,경유,11.2,13.8
기아,쏘렌토(19MY) 2.0디젤 AWD ISG 5인 18인치,경유,11.5,13.7
기아,쏘렌토(19MY) 2.0디젤 AWD ISG 7인 18인치,경유,11.3,13.5
기아,쏘렌토(19MY) 2.2디젤 AWD ISG 5인 19인치,경유,11.2,13.7
기아,쏘렌토(19MY) 2.0디젤 AWD ISG 5인 19인치,경유,11.1,13.4
기아,쏘렌토(19MY) 2.0디젤 AWD ISG 7인 19인치,경유,10.8,13
기아,쏘렌토(19MY) 2.2디젤 AWD ISG 7인 19인치,경유,11,13.6
벤츠,Mercedes-AMG C43 4Matic Coupe,휘발유,8.3,11.1
벤츠,Mercedes-AMG GT R,휘발유,6.3,8.4
기아,K5 2.0GDI 하이브리드 개조차_17인치타이어,휘발유,16.8,17.7
기아,K5 2.0GDI 하이브리드 개조차_16인치타이어,휘발유,17.5,18.6
크라이슬러,짚 그랜드 체로키,경유,8.8,11.1
한국지엠,스파크 1.0,휘발유,14.2,16.1
벤츠,GLC350 e 4Matic,전기+휘발유,11.9,14.3
현대,쏘나타(LF)개조차 2.0LPI AT_택시,LPG,8.2,11.3
기아,K5 개조차 2.0LPI AT_택시,LPG,8.2,11.3
기아,"쏘렌토(19MY) 2.0디젤 2WD ISG 7인 (18"" 타이어)",경유,12.1,14.8
기아,"쏘렌토(19MY) 2.2디젤 2WD ISG 5인 (18"" 타이어)",경유,12.5,15.3
포드,Mustang 2.3 Convertible,휘발유,8,12
현대,벨로스터 N 2.0T-GDI (PP),휘발유,9.5,11.9
현대,벨로스터 N 2.0T-GDI (STD),휘발유,9.7,12.1
포드,Mustang GT 5.0 Convertible,휘발유,6.2,10.1
기아,"쏘렌토(19MY) 2.0디젤 2WD ISG 5인 (19"" 타이어)",경유,12,14.7
기아,"쏘렌토(19MY) 2.2디젤 2WD ISG 5인(19"" 타이어)",경유,12,15.1
포드,Mustang GT 5.0 Coupe,휘발유,6.2,10.1
포드,Mustang 2.3 Coupe,휘발유,8,12
기아,"쏘렌토(19MY) 2.0디젤 2WD ISG 5인 (18"" 타이어)",경유,12.7,15.4
기아,"쏘렌토(19MY) 2.0디젤 2WD ISG 7인 (19"" 타이어)",경유,12,14.7
기아,"쏘렌토(19MY) 2.2디젤 2WD ISG 7인(19"" 타이어)",경유,12,15.1
닛산,INFINITI QX50 2.0,휘발유,9.4,11.6
기아,"쏘렌토(19MY) 2.2디젤 2WD ISG 7인(18"" 타이어)",경유,12.2,15.3
MINI,MINI Countryman John Cooper Works ALL4,휘발유,9,12.2
현대,그랜드스타렉스(PE2) 2.4LPI 어린이버스 (15인),LPG,5.3,6.6
현대,그랜드스타렉스(PE2) 2.4LPI 어린이보호차 (12인),LPG,5.3,6.6
닛산,INFINITI QX50 2.0 AWD,휘발유,8.9,11.1
한국지엠,스파크 1.0,휘발유,14.3,16
기아,K5 2.0CVVL 개조차_18인치 타이어 (15),휘발유,10.2,13.8
기아,K5 2.0CVVL 개조차_17인치 타이어 (15),휘발유,10.6,14.8
기아,K9(RJ) 3.8GDI 2WD 19인치 타이어,휘발유,7.6,10.7
기아,K9(RJ) 3.8GDI 2WD 18인치 타이어,휘발유,7.8,11
기아,K9(RJ) 3.3T-GDI 2WD 19인치 타이어,휘발유,7.4,10.9
기아,K9(RJ) 3.3GDI 2WD 19인치 타이어,휘발유,7.6,10.6
기아,K9(RJ) 3.3GDI 2WD 18인치 타이어,휘발유,7.9,11.2
기아,K9(RJ) 3.3GDI AWD 19인치 타이어,휘발유,7.3,10.1
기아,K9(RJ) 3.3GDI AWD 18인치 타이어,휘발유,7.5,10.1
기아,K9(RJ) 3.3T-GDI AWD 19인치 타이어,휘발유,7,10.1
기아,"카니발 2.2디젤 2WD 7인승 (19"" 타이어)",경유,10.1,13.2
기아,"카니발 2.2디젤 2WD 11인승 (18"" 타이어)",경유,10.1,13
기아,"카니발 2.2디젤 2WD 11인승 (17"" 타이어)",경유,10.3,13.2
기아,"카니발 2.2디젤 2WD 9인승 (19"" 타이어)",경유,10.1,13.2
기아,K9(RJ) 5.0GDI AWD 19인치 타이어,휘발유,6.4,9.5
기아,카니발 2.2디젤 2WD 9인승 (18'' 타이어),경유,10.2,13.4
기아,K9(RJ) 3.8GDI AWD 19인치 타이어,휘발유,7.3,10.1
기아,K9(RJ) 3.8GDI AWD 18인치 타이어,휘발유,7.3,10.3
한국지엠,트랙스 1.6 디젤,경유,12.7,16.2
기아,카니발 3.3GDI 7인승 (19'' 타이어),휘발유,7.2,9.7
기아,카니발 3.3GDI 9인승 (19'' 타이어),휘발유,7.2,9.7
현대,싼타페 2.2 디젤 AWD 5인 (19'' 타이어),경유,11.1,13.5
현대,싼타페 2.2 디젤 AWD 5인 (18'' 타이어),경유,11.3,13.8
현대,싼타페 2.2 디젤 AWD 7인 (19'' 타이어),경유,11.1,13.5
현대,싼타페 2.2 디젤 AWD 7인 (18'' 타이어),경유,11.3,13.8
현대,싼타페 2.2 디젤 2WD 5인 (19'' 타이어),경유,12.3,14.7
현대,싼타페 2.2 디젤 2WD 5인 (18'' 타이어),경유,12.4,15.4
현대,싼타페 2.2 디젤 2WD 7인 (19'' 타이어),경유,11.8,14.2
현대,싼타페 2.2 디젤 2WD 7인 (18'' 타이어),경유,11.9,14.7
현대,싼타페 2.0T-GDI 2WD 5인,휘발유,8.4,11.4
현대,싼타페 2.0T-GDI 2WD 7인,휘발유,8.4,11.4
현대,싼타페 2.0T-GDI 4WD 5인,휘발유,7.9,10.9
현대,싼타페 2.0 디젤 AWD 5인 (19'' 타이어),경유,11.1,13.4
현대,싼타페 2.0 디젤 AWD 5인 (18'' 타이어),경유,11.3,13.9
현대,싼타페 2.0 디젤 AWD 7인 (19'' 타이어),경유,11.1,13.4
현대,싼타페 2.0 디젤 AWD 7인 (18'' 타이어),경유,11.3,13.9
현대,싼타페 2.0 디젤 2WD 5인 (18'' 타이어),경유,12.7,15.4
현대,싼타페 2.0 디젤 2WD 5인 (19'' 타이어),경유,12.6,14.7
현대,싼타페 2.0 디젤 2WD 7인 (19'' 타이어),경유,12.2,14.4
현대,싼타페 2.0 디젤 2WD 7인 (18'' 타이어),경유,12.7,15.4
현대,싼타페 2.0T-GDI 4WD 7인,휘발유,7.9,10.9
벤츠,E220 d Cabriolet,경유,13,15.9
기아,K3 1.6 가솔린 CVT (17인치 타이어),휘발유,12.6,16.3
기아,K3 1.6 가솔린 CVT (15인치 타이어),휘발유,13.6,17.7
기아,K3 1.6 가솔린 CVT (16인치 타이어),휘발유,12.8,16.8
BMW,BMW M5,휘발유,7.2,9.5
GM,CHEVROLET EQUINOX FWD,경유,12.2,14.9
GM,CHEVROLET EQUINOX AWD,경유,11.9,14.4
재규어,재규어 F-TYPE P300 Coupe,휘발유,8.4,12.3
(주)대창모터스,Danigo(다니고),전기,5.3,0
현대,넥쏘 수소전기차(19인치타이어),수소,98.9,88
현대,넥쏘 수소전기차(17인치타이어),수소,99.5,92.6
벤츠,Mercedces-AMG GT,휘발유,7,9.6
기아,K5 1.6T-GDI 개조차_17인치 타이어 (15),휘발유,11.3,15
기아,K5 2.0CVVL 개조차_16인치 타이어 (15),휘발유,10.7,15
기아,K5 1.6T-GDI 개조차_18인치 타이어 (15),휘발유,11.1,14.3
기아,K5(JF) 1.6T-GDI 개조차_16인치 타이어 (15),휘발유,11.6,15.2
닛산,INFINITI Q60,휘발유,8.3,12
현대,그랜드스타렉스 2.5디젤 4WD 5AT_9인 (PE2),경유,8,10.3
현대,그랜드스타렉스 2.5디젤 2WD 5AT (PE2),경유,8.6,11.3
현대,그랜드스타렉스 2.5디젤 2WD 6MT (PE2),경유,10.3,11.8
현대,그랜드스타렉스 2.5디젤 2WD 5AT_9인 (PE2),경유,8.4,11
현대,그랜드스타렉스 2.5디젤 4WD 5AT (PE2),경유,8,10.2
기아,"레이 1.0가솔린 밴형 (PE, 14인치 타이어)",휘발유,12.2,13.9
BMW,BMW M4 CS,휘발유,8.8,10.9
GM,캐딜락 ATS COUPE,휘발유,9.7,13.2
GM,캐딜락 ATS RWD,휘발유,9.7,13.2
벤츠,Mercedces-AMG GT S,휘발유,6.8,9.4
GM,캐딜락 CTS AWD,휘발유,8.2,11.6
현대,"G80 2.2디젤 2WD (18""타이어) (15)",경유,12.3,16.1
현대,"G80 2.2디젤 2WD (19""타이어) (15)",경유,11.7,15.3
기아,"레이 1.0가솔린 (PE, 15인치 타이어)",휘발유,11.9,13.8
현대,"G80 2.2디젤 AWD (19""타이어) (15)",경유,10.8,14.1
기아,"레이 1.0가솔린 (PE, 14인치 타이어)",휘발유,12.2,13.9
기아,레이 1.0LPI (PE),LPG,9.9,11.1
BMW,BMW X6 M,휘발유,5.9,7.9
기아,"스토닉 1.4 가솔린 6AT (17""타이어) (15)",휘발유,11.5,14.2
기아,"스토닉 1.4 가솔린 6AT (15""타이어) (15)",휘발유,11.6,14.6
기아,K7 2.4GDI 18MY (19인치타이어) (15),휘발유,9.3,12.9
기아,K7 2.4GDI 18MY (18인치타이어) (15),휘발유,9.6,13.5
기아,K7 2.4GDI 18MY (17인치타이어) (15),휘발유,9.8,13.6
롤스로이스,Rolls Royce Phantom,휘발유,4.8,7.8
롤스로이스,Rolls Royce Phantom,휘발유,4.8,7.8
롤스로이스,Rolls Royce Phantom EWB,휘발유,4.8,7.8
기아,"K7 3.0GDI (19""타이어) (15)",휘발유,8.6,12
기아,"K7 3.0GDI (18""타이어) (15)",휘발유,8.7,12.2
BMW,BMW X5 M,휘발유,5.9,7.9
롤스로이스,Rolls Royce Phantom EWB,휘발유,4.8,7.8
현대,벨로스터 1.6T-GDI 6MT (SUMMER TIRE),휘발유,11.2,14
롤스로이스,Rolls Royce Dawn Black Badge,휘발유,4.5,7.6
현대,벨로스터 1.6T-GDI 6MT (ALL SEASON TIRE),휘발유,11.4,14.3
현대,벨로스터 1.4T-GDI 7DCT,휘발유,11.9,14.8
현대,벨로스터 1.6T-GDI 7DCT (ALL SEASON TIRE),휘발유,11.3,14.5
현대,벨로스터 1.6T-GDI 7DCT (SUMMMER TIRE),휘발유,11.1,14.2
벤츠,Mercedces-AMG C43 Cabriolet,휘발유,7.8,10.5
BMW,BMW 540i xDrive,휘발유,8.8,12.8
벤츠,GLS350 d 4Matic,경유,8.9,10.6
BMW,BMW 640i xDrive,휘발유,8.1,11
GM,캐딜락 Escalade,휘발유,5.9,8.5
GM,캐딜락 Escalade,휘발유,5.9,8.5
BMW,BMW 330e iPerformance,전기+휘발유,15.5,18.4
BMW,BMW 750Li xDrive,휘발유,7.2,10.2
벤츠,E220 d Cabriolet,경유,13.2,15.9
현대,G70 2.2디젤 AWD_18인치타이어 (15),경유,12.2,15.6
현대,G70 2.2디젤 AWD_17인치타이어 (15),경유,12.2,15.7
BMW,BMW M550d xDrive,경유,10.2,13.8
MINI,MINI Cooper five-door,휘발유,10.6,15.2
현대,G70 2.2디젤 2WD_18인치타이어 (15),경유,13.1,16.7
벤츠,Mercedes-Maybach S560 4Matic,휘발유,6.9,10.3
벤츠,S560 4Matic L,휘발유,7.1,10.8
벤츠,S560 4Matic L,휘발유,7.1,10.8
BMW,BMW X3 xDrive20d,경유,11.5,13.1
BMW,BMW X3 xDrive30d,경유,10.5,12.3
현대,G70 2.2디젤 2WD_17인치타이어 (15),경유,13.5,17.9
GM,캐딜락 XT5,휘발유,7.6,10.6
BMW,BMW 630d,경유,10.3,13
BMW,BMW M4 Coupe Competition Package,휘발유,8.4,10.7
GM,캐딜락 CT6 2.0T,휘발유,9,12.2
현대,G70 3.3T-GDI 2WD (19인치 타이어) (15),휘발유,7.9,10.6
현대,G70 3.3T-GDI AWD (19인치 타이어) (15),휘발유,7.4,10.5
BMW,BMW M3 Competition Package,휘발유,8.4,10.7
BMW,BMW 630d xDrive,경유,10.3,13
벤츠,S350 d,경유,11.3,15.9
BMW,BMW 740e iPerformance,전기+휘발유,14.1,17.4
기아,쏘렌토(PE) 2.0T-GDI 2WD 5인 (18인치 타이어)(15),휘발유,8.2,11.9
벤츠,Mercedes-Maybach S560 4Matic,휘발유,6.9,10.3
벤츠,S350 d 4Matic,경유,10.9,14.8
BMW,BMW M4 Convertible,휘발유,7.7,10.2
BMW,BMW M4 Coupe,휘발유,8.2,10.7
BMW,BMW M4 Convertible Competition Package,휘발유,7.9,10.5
현대,G70 2.0T-GDI AWD (19인치 타이어) (15),휘발유,8.4,11.3
현대,G70 2.0T-GDI AWD (18인치 타이어) (15),휘발유,8.8,12
현대,G70 2.0T-GDI 2WD (19인치 타이어) (15),휘발유,9.2,12.4
현대,G70 2.0T-GDI 2WD (18인치 타이어) (15),휘발유,9.4,12.8
기아,쏘렌토(PE) 2.0T-GDI 2WD 5인 (19인치 타이어) (15),휘발유,8.2,11.3
기아,쏘렌토(PE) 2.0T-GDI 2WD 7인 (18인치 타이어)(15),휘발유,8.2,11.9
기아,쏘렌토(PE) 2.0T-GDI 4WD 5인 (15),휘발유,7.6,10.4
기아,쏘렌토(PE) 2.0T-GDI 4WD 7인 (15),휘발유,7.6,10.4
기아,쏘렌토(PE) 2.0T-GDI 2WD 7인 (19인치 타이어) (15),휘발유,8.2,11.3
벤츠,E300 (AMG Line),휘발유,9.8,12.8
벤츠,E300 4Matic (AMG Line),휘발유,8.7,11.2
토요타,렉서스 LC500h,휘발유,10.5,11.5
현대,"코나 1.6T-GDI 4WD (18""타이어) (15)",휘발유,10,12.4
현대,"코나 1.6T-GDI 4WD (17""타이어) (15)",휘발유,10.1,12.6
현대,"코나 1.6T-GDI 4WD (16""타이어) (15)",휘발유,10.1,13
현대,"코나 1.6T-GDI 2WD (18""타이어) (15)",휘발유,11,14.2
현대,"코나 1.6T-GDI 2WD (17""타이어) (15)",휘발유,11.3,14.5
현대,"코나 1.6T-GDI 2WD (16""타이어) (15)",휘발유,11.4,14.9
벤츠,B200 d,경유,13.6,16.6
BMW,BMW X6 xDrive30d,경유,9.5,12.1
BMW,BMW 750Li xDrive,휘발유,7.2,10.2
한국지엠,트랙스 1.4,휘발유,11.1,13.9
MINI,MINI Cooper SD five-door,경유,14.1,17.6
BMW,BMW M4 Coupe,휘발유,8.2,10.7
BMW,BMW M3,휘발유,8.2,10.7
벤츠,E220 d Coupe,경유,13.5,16.1
현대,그랜드 스타렉스 2.5디젤 3밴 (15),경유,10.4,11.8
현대,그랜드 스타렉스 2.5디젤 3밴 (15),경유,8.4,10.7
현대,그랜드 스타렉스 2.5디젤 5밴 (15),경유,10.4,11.8
현대,그랜드 스타렉스 2.5디젤 5밴 (15),경유,8.4,10.7
BMW,BMW 420i Coupe,휘발유,9.7,13.5
현대,쏘나타 2.0LPI AT (15),LPG,7.9,11.2
BMW,BMW 430i Coupe,휘발유,9.7,13.6
BMW,BMW 430i Convertible,휘발유,9.7,13.5
BMW,MINI Cooper S Convertible,휘발유,10.4,13.5
현대,엑센트 카파 1.4가솔린 CVT (5DR) (15),휘발유,11.9,14.8
현대,엑센트 카파 1.4가솔린 CVT (4DR) (15),휘발유,12,15.6
현대,엑센트 카파 1.4가솔린 (4DR) (15),휘발유,12.7,16.1
현대,벨로스터 1.6T-GDI_7DCT (15),휘발유,10.7,13.5
BMW,MINI Cooper Convertible,휘발유,10.6,13.8
BMW,MINI Cooper Countryman,휘발유,10.2,13.3
기아,스팅어 2.0T-GDI AWD_19인치 타이어 (15),휘발유,8.5,10.8
기아,스팅어 2.0T-GDI AWD_18인치 타이어 (15),휘발유,8.7,10.9
기아,스팅어 2.0T-GDI 2WD_19인치 타이어 (15),휘발유,9.1,11.8
기아,스팅어 2.0T-GDI 2WD_18인치 타이어 (15),휘발유,9.2,12.2
한국지엠,라보5MT,LPG,8.7,8.6
한국지엠,라보롱카고,LPG,8.7,8.6
한국지엠,다마스밴,LPG,8.6,9.1
한국지엠,다마스 5인승,LPG,8.6,9.1
BMW,BMW 320d Gran Turismo,경유,13,16.2
BMW,BMW 320d Gran Turismo xDrive,경유,12.2,15.4
현대,쏘나타(LF)개조차 2.0LPI MT (15),LPG,8.7,10.8
BMW,MINI Cooper D Countryman,경유,12.5,15.1
기아,모닝(JA) 1.0LPI_16인치 (15),LPG,11.5,12.6
기아,모닝(JA) 1.0LPI_14인치 (15),LPG,11.7,13.7
기아,모닝(JA) 1.0LPI_16인치 (15),LPG,10.2,12.1
기아,모닝(JA) 1.0LPI_14인치 (15),LPG,11,12.8
BMW,BMW X5 xDrive 40e iPerformance,전기+휘발유,11.9,13.9
BMW,BMW 420d Gran Coupe,경유,13,16.6
BMW,BMW 420d xDrive Gran Coupe,경유,12,12.9
벤츠,Mercedes-AMG GLC43 4Matic Coupe,휘발유,7.4,9
현대,그랜저 2.4 하이브리드 (15),휘발유,16.1,16.2
BMW,BMW 420d Coupe,경유,13,16.6
MINI,MINI Clubman John Cooper Works ALL4,휘발유,9.6,12.9
MINI,MINI Cooper SD,경유,14.2,17.6
MINI,MINI Cooper S five-door,휘발유,11,14.6
한국지엠,트랙스 1.4,휘발유,10.7,13.3
BMW,BMW 118d,경유,13.9,17.3
BMW,BMW X6 M50d,경유,8.8,10.7
BMW,BMW 420i Gran Coupe,휘발유,9.7,13.6
BMW,BMW X6 xDrive40d,경유,9.5,11.8
BMW,BMW X5 M50d,경유,8.8,10.7
기아,니로(DE) 1.6GDI 플러그인 하이브리드_6DCT (15),전기+휘발유,27.1,24.5
롤스로이스,Rolls-Royce Ghost SWB,휘발유,4.9,7.8
롤스로이스,Rolls-Royce Wraith Coupe Black Badge,휘발유,5,7.9
롤스로이스,Rolls-Royce Ghost SWB Black Badge,휘발유,4.7,7.5
BMW,BMW 530d,경유,12,15.9
BMW,BMW 530i xDrive,휘발유,9.1,12.8
BMW,MINI Cooper S Countryman ALL4,휘발유,9.6,12.8
BMW,BMW 320d Touring,경유,12.6,16.1
현대,"G80 3.8GDI AWD (19""타이어) (15)",휘발유,7.1,9.9
현대,"G80 3.8GDI 2WD (19""타이어) (15)",휘발유,7.6,10.6
벤츠,E220 d 4Matic,경유,12.7,15.4
BMW,BMW 530i,휘발유,9.8,13.4
BMW,BMW 520d xDrvie,경유,12.6,15.8
현대,"그랜저 3.3GDI 8AT (19""타이어) (15)",휘발유,8.4,11.9
롤스로이스,Rolls-Royce Dawn,휘발유,4.7,7.8
BMW,BMW M760Li xDrive,휘발유,5.7,8.3
롤스로이스,Rolls-Royce Wraith Coupe,휘발유,5,7.8
롤스로이스,Rolls-Royce Ghost EWB,휘발유,4.9,7.8
한국지엠,CHEVROLET BOLT EV,전기,6,5.1
기아,모닝(JA) 1.0가솔린_밴형 (16인치 타이어) (15),휘발유,13.6,16.2
기아,모닝(JA) 1.0가솔린_밴형 (15),휘발유,14.9,17.5
기아,모닝(JA) 1.0가솔린_밴형 (15),휘발유,14.2,17
기아,모닝(JA) 1.0가솔린_밴형 (16인치 타이어) (15),휘발유,14.2,16.8
기아,모닝(JA) 1.0가솔린 (16인치 타이어) (15),휘발유,14.2,16.8
기아,모닝(JA) 1.0가솔린 (16인치 타이어) (15),휘발유,13.6,16.2
GM,캐딜락 ESCALADE,휘발유,6,8.5
현대,아이오닉 1.6GDI 플러그인하이브리드_6DCT (15),전기+휘발유,29.1,27.5
벤츠,Mercedes-AMG GLC43 4Matic,휘발유,7.5,9
현대,포터 2.5디젤 4WD 덤프(유로6) (15),경유,8.3,8.8
현대,포터 2.5디젤 2WD 덤프(유로6) (15),경유,8.9,9.1
GM,캐딜락 ESCALADE,휘발유,6,8.5
기아,봉고 덤프 4WD 표준캡(유로6) (15),경유,8.1,9.1
기아,봉고 덤프 4WD 슈퍼캡(유로6) (15),경유,8.1,9.1
기아,모닝(JA) 1.0가솔린 (15),휘발유,14.9,17.5
기아,모닝(JA) 1.0가솔린 (15),휘발유,14.2,17
기아,봉고 덤프 2WD 슈퍼캡(유로6) (15),경유,9.1,8.9
벤츠,G350 d,경유,7.2,8.3
벤츠,Mercedes-AMG E43 4Matic,휘발유,7.8,10.9
기아,"K7 2.4하이브리드 (17""타이어) (15)",휘발유,16.1,16.2
현대,"그랜저 3.0GDI 8AT (19""타이어) (15)",휘발유,8.6,12.3
현대,"그랜저 3.0GDI 8AT (18""타이어) (15)",휘발유,8.7,12.5
현대,"그랜저 2.4GDI (19""타이어) (15)",휘발유,9.6,13
현대,"그랜저 2.4GDI (18""타이어) (15)",휘발유,9.7,13.3
현대,"그랜저 2.4GDI (17""타이어) (15)",휘발유,9.8,13.6
현대,"그랜저 3.0LPI (18""타이어) (15)",LPG,6.4,9
벤츠,Mercedes-AMG C43 4Matic,휘발유,8,10.8
MINI,MINI Cooper SD five-door,경유,11.2,14.9
BMW,BMW 730d xDrive,경유,10.3,14.6
MINI,MINI Cooper S,휘발유,11.3,14.9
BMW,BMW 740d xDrive ,경유,9.4,14.6
현대,"G80 3.3T-GDI 2WD (19""타이어)",휘발유,7.4,10.5
현대,"G80 3.3T-GDI AWD (19""타이어)",휘발유,7,9.8
기아,봉고 1t 초장축 킹캡 2.4LPI (15),LPG,6.4,6.7
기아,봉고 1t 4WD 표준캡(유로6) (15),경유,8.4,9.4
기아,봉고 1t 장축 더블캡(유로6) (15),경유,8.4,8.9
기아,봉고 1t 초장축 표준캡(유로6) (15),경유,8.8,9.1
기아,봉고 1t 장축 슈퍼캡(유로6) (15),경유,8.8,9.1
기아,봉고 1t 장축 표준캡(유로6) (15),경유,8.8,9.1
기아,봉고 1t 장축 더블캡(유로6) (15),경유,9.4,9.4
기아,봉고 1t 초장축 표준캡(유로6) (15),경유,9.6,9.6
기아,봉고 1t 장축 슈퍼캡(유로6) (15),경유,9.6,9.6
현대,포터 2.5디젤 4WD 표준캡(유로6) (15),경유,8.4,9.3
현대,포터 2.5디젤 장축 더블캡(유로6) (15),경유,8.4,8.9
현대,포터 2.5디젤 초장축 표준캡(유로6) (15),경유,8.7,9.1
현대,포터 2.5디젤 장축 슈퍼캡(유로6) (15),경유,8.7,9.1
현대,포터 2.5디젤 장축 표준캡(유로6) (15),경유,8.7,9.1
현대,포터 2.5디젤 장축 더블캡(유로6) (15),경유,9.4,9.4
현대,포터 2.5디젤 초장축 표준캡(유로6) (15),경유,9.6,9.7
현대,포터 2.5디젤 장축 슈퍼캡(유로6) (15),경유,9.6,9.7
현대,"아슬란 3.3GDI 8AT (19""타이어) (15)",휘발유,8.3,11.8
현대,"아슬란 3.3GDI 8AT (18""타이어) (15)",휘발유,8.4,12
현대,"아슬란 3.0GDI 8AT (19""타이어) (15)",휘발유,8.5,11.9
현대,"아슬란 3.0GDI 8AT (18""타이어) (15)",휘발유,8.6,12.2
기아,봉고 1t 4WD 더블캡(유로6) (15),경유,8.4,9.3
기아,봉고 1t 4WD 슈퍼캡(유로6) (15),경유,8.4,9.4
기아,봉고 1t 초장축 더블캡(유로6) (15),경유,8.4,8.9
기아,봉고 1t 초장축 슈퍼캡(유로6) (15),경유,8.8,9.1
기아,봉고 1t 초장축 더블캡(유로6) (15),경유,9.4,9.4
기아,봉고 1t 초장축 슈퍼캡(유로6) (15),경유,9.6,9.6
기아,봉고 1t 장축 표준캡(유로6) (15),경유,9.7,9.6
현대,포터 2.5디젤 4WD 더블캡(유로6) (15),경유,8.4,9.3
현대,포터 2.5디젤 4WD 슈퍼캡(유로6) (15),경유,8.4,9.3
현대,포터 2.5디젤 초장축 더블캡(유로6) (15),경유,8.4,8.9
현대,포터 2.5디젤 초장축 슈퍼캡(유로6) (15),경유,8.7,9.1
현대,포터 2.5디젤 초장축 더블캡(유로6) (15),경유,9.4,9.4
현대,포터 2.5디젤 초장축 슈퍼캡(유로6) (15),경유,9.6,9.7
벤츠,GLS350 d 4Matic,경유,8.6,10.8
BMW,BMW i8,전기+휘발유,18.3,20.9
기아,K5(JF) 2.0LPI 6AT_17MY (15),LPG,8.3,11.3
기아,K5(JF) 2.0LPI 6AT(ISG)_17MY (15),LPG,8.5,11.3
벤츠,Mercedes-AMG SLC43,휘발유,8.4,11.3
BMW,BMW 740Li xDrive,휘발유,8.4,11.9
GM,카마로,휘발유,6.5,10.4
롤스로이스,Rolls Royce Dawn,휘발유,4.9,7.7
GM,캐딜락 XT5,휘발유,7.7,10.9
BMW,BMW 740d xDrive,경유,10.5,14.7
